"thumb","url","text","likes","comments","shares"
,"https://www.facebook.com/Muhammad.Solaiman/posts/pfbid05Noi5K1hd8xcKunkBs4PqyMP5uoH7bjmDthxpmwcQRtkkNVvRyhXFZpUS195X7unl","""ব্যক্তিত্ব মানেই গাম্ভীর্য"" -""পাঁচবার ডাকলে একবার তাকাতে হয়"" এই ধারণাগুলো আমাদের মাথায় খোদাই করে দেয়া একদম। ৩০ পেরুলেই মেপে মেপে কথা বলতে হবে, প্রাণ খুলে উচ্চস্বরে হাসলে মানুষ হালকা ভাববে ,হলুদের অনুষ্ঠানে গিয়ে গানের তালে একটু নেচে উঠলে আবার কে না কে কি ভাবে, এসব ভাবতে ভাবতেই আমাদের অনেকেই জীবন থেকে সাইন অফ করে ফেলি।  মাঝবয়সী কাউকে একটু রঙিন জামা পড়তে দেখলেই আমাদের ফিসফাস শুরু হয়ে যায় ""লোকটা একদম হালকা""।

আসুন হালকা হই। হালকা জীবন সুখী জীবন। ৬০ বছর বয়সে একটা বাইক কিনে লম্বা চুল আর সাদা দাড়ি নিয়ে সারা বাংলাদেশ একটা টুর দিবো ঠিক করে রেখেছি আর যেখানে ইচ্ছা হবে নেমে যার সাথে ইচ্ছা দাঁড়িয়ে একটু হেসে নিবো। না ডাকলেও এগিয়ে গিয়ে  পরিচিত হবো।
""শর্ত প্রযোজ্য টাইপ""ব্যক্তিত্বের কাঁথাটি একটু হালকা মিডিয়াম রেয়ার করে পুড়িয়ে নিন। হালকা হউন।গুনগুন করুন। বাঁচুন।  ইচ্ছা হলে সেলফি তুলুন না হলে না তুলুন।এটা আপনার আর আপনার ফোনের ফ্রন্ট ক্যামেরার ব্যাপার, অন্যদের গলানো নাক নিয়ে ভাববেন না। ক্লিক ক্লিক।","1771","15","84"
,"https://www.facebook.com/Muhammad.Solaiman/posts/10159758836712794","আমাকে  ফলো করেন এমন ১৫ জনকে আগামী সপ্তাহে  নগদ অফিসের ছাদে কফি খাওয়ার দাওয়াত দিচ্ছি,সাথে হালকা কাচ্চিও থাকবে,ডোন্ট ওরি। 

তা কোন খুশিতে এই দাওয়াত; নগদ রিচার্জে এখন সপ্তাহে সপ্তাহে গাড়ি,তাই  কাচ্চি মিস হলেও গাড়ি পাবার সম্ভাবনা তো থাকছেই 

নগদ দিয়ে মোবাইল রিচার্জ করে কমেন্টে দেয়া লিংকে আপনার ফোন নাম্বার সাবমিট করার পর বাছাইকৃত  ১৫ জনের কাছে আগামী সপ্তাহের দাওয়াত পৌঁছে যাবে।","4605","112","187"
,"https://www.facebook.com/Muhammad.Solaiman/posts/pfbid0pX2atqVxRfSfYhfuoCzWjGYtpvLRaDGSmDaDzKmvCCvsroVd46zAAxwzBb1EbTwil","""পাবলিক বাসে ৫ টাকা ভাড়া কমানো নিয়ে যিনি হেল্পারের সাথে বাদানুবাদ করছেন তিনি ক্ষেত আর যিনি ৫০ হাজার টাকার হাত ঘড়ি কিনে ফেসবুকে পোস্ট করছেন তিনি শোঅফ করছেন"" এই দুটো ধারণাই আমার মতে ভুল। সমাজের একেকটা শ্রেনীর কাছে গুরুত্ত্ব পূর্ণ ইস্যু একেকরকম। ৫০ টাকা অনেকের কাছেই অনেক টাকা। অনেকের কাছে ৫০ হাজার টাকাও কিছুই না। সমস্যাটা হলো আমাদের মতো দেশে ""৫০ টাকা অনেক টাকা"" এমন মানুষের সংখ্যাটাই বেশি। তাই কাউকে ৫০ হাজার টাকার হাতঘড়ির ছবি পোস্ট করতে দেখলে আমাদের প্রথম মনোভাবটাই হচ্ছে ""এতো টাকা দিয়ে ঘড়ি না কিনে মানুষকে দান করলেই তো হতো""। 

এখানেই হচ্ছে টুইস্ট।

আমরা অতিমাত্রায় জাজমেন্টাল। আবার যাদের কাছে ৫০ হাজার টাকাও কোনো টাকাই না তাদের অনেকেই বুঝতেই চান না ৫০ টাকা কেন অনেকের কাছেই অনেক টাকা।তার কাছে কাউকে সিএনজি ড্রাইভারের সাথে ২০ টাকা ভাড়া কমানো বাড়ানো নিয়ে আলাপ করতে দেখলে প্রথমেই মনে হয় ""উফফ ২০ টাকা নিয়ে এতো কথা বলার কি আছে"" ? 

কারো কাছে সাকিব খানের সিনেমাই হলো আসল এন্টারটেইনমেন্ট যেখানে আরেকটা গ্রুপ ভাবছে নেটফ্লিক্সের অরিজিনাল সিরিজ না দেখা মানুষগুলোর একদম ডেপ্থ নেই।মননের পার্থক্য থাকবেই। কিন্তু আমরা সবাই ভাবতে ভালোবাসি আমি যে দৃষ্টিতে পৃথিবী দেখি সেটাই সঠিক। ""তালগাছ আমার"" সিন্ড্রোম এটা। 

গাজীপুরের ইন্ডাস্ট্রিয়াল এরিয়া দিয়ে ব্যক্তিগত গাড়িতে এসি চালিয়ে যাওয়া মানুষটা ভাবতে পছন্দ করে পাশ দিয়ে দলবেঁধে হেটে যাওয়া গার্মেন্টস কর্মী আর কাঁচামাল বোঝাই ট্রাকগুলোর কারণেই এতো জ্যাম। আর দলবেঁধে হেটে যাওয়া কর্মীদের কাছে মনে হয় ""একজন মানুষের কি দরকার এতো বড় গাড়ি ব্যবহার করার""। রূপকথার গল্প ছাড়া কোনোদিনই শ্রেণী বিভেদহীন পৃথিবী হয় না, হবেও না।

মফস্সলের জাতীয় বিশ্ববিদ্যালয় থেকে দ্বিতীয় শ্রেণী নিয়ে পাস করা ছেলেমেয়ের কাছে ঢাকায় আসার চিন্তা ভাবনাটাই শুরু হয় বাস ভাড়া কত হতে পারে ঢাকাতে কার বাসায় থাকা যায় নাকি মেসে উঠতে হবে ? আর ইউরোপে নামকরা বিশ্ববিদ্যালয়ে  পড়তে যাওয়া ছেলে বা মেয়েটার হয়তো এই ব্যাপারে  ধারণাই নেই যে  ঢাকার মেসের এক সিটের ভাড়া আর একপাতিল ডাল ভাতে কতজন খেতে পারে।এখন পাতলা ডাল দিয়ে মেসের খাবার খেয়ে পাবলিক বাসে ঝুলতে ঝুলতে যদি আপনি ভাবতে থাকেন বাবার টাকায় আমেরিকায় পড়তে যাওয়া ছেলেটা আপনার শত্রু আর স্টারবাকসের আমেরিকানো কফি খেতে খেতে যদি আপনার মনে হয় বাদুড়ঝোলা হয়ে যাতায়াত করার মফস্সলের ছেলেটার কাছ থেকে আপনার দূরে থাকা উচিত, তাহলে দুপক্ষই হেরে যায় নিজেরদের কাছেই।এজন্যই সবাইকে তার নিজ নিজ জায়গা থেকে অন্যকে শ্রদ্ধা করার আর ভিন্নতাকে সাদরে গ্রহণ করার মানসিকতা থাকা প্রয়োজন ।সবার জীবনের গতি এক হয় না। নিজের মতো না হলেই কারো দিকে  বাঁকা চোখে তাকানো সবচেয়ে অসফল মানুষের লক্ষণ। 

মেসের পাতলা ডাল আর স্টারবাকসের কফি এক গ্লাসে খেতে পারলেই তুমি বেশ- নাহলে তুমি একদম শেষ :)।","947","13","56"
,"https://www.facebook.com/Muhammad.Solaiman/posts/pfbid02FquR3xKnqWtDFpyV1spt9pmesuwVwFt5Zug7LU6CHSjdLJr8gEGdpQ9YT5zzMYNZl","২৫ বছর আগের ট্রেনিং আরেকবার ঝালাই করে নিলাম","574","5","4"
,"https://www.facebook.com/Muhammad.Solaiman/posts/pfbid0BBW1G8rsnYtpuwbpLQTagrJPYJdrbGd9WaGU4Tfyun9DiVe8qyzFXqY44qWV54Gtl","Thanks for the gift LaLiga #GameOnLALIGA","162","1","0"
,"https://www.facebook.com/Muhammad.Solaiman/posts/pfbid02dSSB17jtU7QiLN2j89VFfr3LYCcgrY2LaSj2W7rFHrmTxzQjKb1iYnPashUZpAiSl","একটা শহরে আনুমানিক ২৫% জায়গা রাখতে হয় যান  চলাচলের জন্যে ,রাস্তার জন্যে |জাদুর শহর ঢাকায় সেটার পরিমান ৮% ও কম !! 

যতই ট্রাফিক এলার্ট গ্রুপ আর এপ্স বানাই না কেন গতি বাড়বে না, জ্যাম কমবে না ..জায়গা খালি করতেই হবে !!","1263","22","12"
,"https://www.facebook.com/Muhammad.Solaiman/posts/pfbid0SW9H9F91vqsKVEatRuoVnCHKKfEcKuunwAndAajSxnVqpJV7BCcgirpthvq45h5Ul","অন্যকে অপমান করতে ভালো লাগলে, আপনার সমস্যা আছে","1331","21","915"
,"https://www.facebook.com/Muhammad.Solaiman/posts/pfbid04DKBW4aytjjfdtMtzNzDZqsD9qEB5HXBZ5Z6jpL5esbPCC3RxxUcR4gQpxrVGjgnl","অন্যকে অপমান করার বা “শিক্ষা” দেয়ার নেশাটা আসে নিজের আইডেন্টিটি ক্রাইসিস থেকে।

নিজের যোগ্যতা নিয়ে সন্দেহ থাকলে,দুর্বলতা ঢাকতে বা নিজেকে জাহির করতে গিয়ে অনেকেই অপমানকে বেছে নেয় বর্ম হিসেবে। 

নিজেকে বড় বানাতে গিয়ে অন্যকে ছোট করাটা ভীষণ ভুল পথ।","3440","26","1090"
,"https://www.facebook.com/Muhammad.Solaiman/posts/pfbid0cWvUu2pUzx2S6ZGC4a5HSx8uxgfoT78i4bsvWSyxD7afZsqU9ZmtyyUfJWKCEyN8l","আইপ্যাড লাগবে কার কার ?","420","6","5"
,"https://www.facebook.com/Muhammad.Solaiman/posts/pfbid02GAMsJyEbtr2guo8Qmg2jALjW4EWohPMnMykbAzccMMJUg46DuvzUYJQA74qDtZQ4l","ছোটবেলায় ডাক্তার,ইঞ্জিনিয়ার,পাইলট, কত কিছু হতে চাইতাম,এখন বড়বেলায় শুধুমাত্র স্ট্রেস ফ্রি থাকতে পারলেই খুশি.. 

জীবনে চাপ নেয়া যাবে না …একদম না 🙂

টাকা,খ্যাতি,পদবি, গোল্ডেন ডায়মন্ড বোতাম হলে হবে না হইলেই নাই,আজকে সুস্থ আছি কালকে না থাকলেও সন্তুস্ট থাকতে পারলেই চলবে, আজকে লোকজন চেনে কালকে পাত্তা না দিলেও ক্ষতি নাই শুধুমাত্র প্রেশার নেয়া যাবে না ….একদম না","4247","36","156"
